"","cps19_age","cps19_gender","cps19_education","pes19_votechoice2019"
"476",46,"A woman","Bachelor's degree","Conservative Party"
"477",37,"A woman","Bachelor's degree","Liberal Party"
"478",52,"A woman","Bachelor's degree","Liberal Party"
"479",63,"A woman","Completed secondary/ high school","Conservative Party"
"480",73,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"481",63,"A woman","Bachelor's degree","Conservative Party"
"482",74,"A man","Bachelor's degree","Conservative Party"
"483",61,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"484",51,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"485",37,"A man","Master's degree","Conservative Party"
"486",53,"A man","Bachelor's degree","Liberal Party"
"487",30,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Master's degree","NDP"
"488",52,"A man","Master's degree","Conservative Party"
"489",60,"A woman","Completed elementary school","NDP"
"490",47,"A woman","Master's degree","Don't know / Prefer not to answer"
"491",67,"A man","Completed secondary/ high school","Liberal Party"
"492",31,"A woman","Bachelor's degree","NDP"
"493",56,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"494",55,"A woman","Some university","Liberal Party"
"495",70,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"496",77,"A woman","Bachelor's degree","Green Party"
"497",56,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"498",71,"A woman","Bachelor's degree","Liberal Party"
"499",68,"A man","Completed secondary/ high school","Liberal Party"
"500",66,"A woman","Professional degree or doctorate","Liberal Party"
"501",38,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"502",37,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"503",43,"A man","Bachelor's degree","Conservative Party"
"504",54,"A woman","Bachelor's degree","Liberal Party"
"505",60,"A man","Completed secondary/ high school","Liberal Party"
"506",66,"A man","Bachelor's degree","Conservative Party"
"507",73,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"508",38,"A woman","Bachelor's degree","Conservative Party"
"509",35,"A woman","Bachelor's degree","NDP"
"510",69,"A man","Some university","Conservative Party"
"511",50,"A woman","Professional degree or doctorate","Green Party"
"512",42,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"513",28,"A man","Bachelor's degree","Conservative Party"
"514",47,"A man","Completed secondary/ high school","Conservative Party"
"515",34,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"516",50,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"517",64,"A man","Completed secondary/ high school","Liberal Party"
"518",74,"A man","Master's degree","Green Party"
"519",32,"A man","Professional degree or doctorate","Conservative Party"
"520",77,"A man","Completed secondary/ high school","Don't know / Prefer not to answer"
"521",60,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"522",56,"A woman","Bachelor's degree","Liberal Party"
"523",35,"A man","Professional degree or doctorate","NDP"
"524",60,"A woman","Master's degree","Liberal Party"
"525",47,"A man","Professional degree or doctorate","Conservative Party"
"526",35,"A man","Professional degree or doctorate","Liberal Party"
"527",54,"A woman","Bachelor's degree","Liberal Party"
"528",77,"A woman","Bachelor's degree","Liberal Party"
"529",60,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"530",67,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Master's degree","NDP"
"531",76,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"532",61,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"533",69,"A man","Bachelor's degree","Liberal Party"
"534",57,"A man","Bachelor's degree","Liberal Party"
"535",63,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"536",60,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"537",61,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"538",34,"A man","Don't know/ Prefer not to answer","Conservative Party"
"539",71,"A woman","Bachelor's degree","Green Party"
"540",51,"A man","Professional degree or doctorate","Liberal Party"
"541",51,"A man","Bachelor's degree","Another party (specify)"
"542",55,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"543",72,"A man","Bachelor's degree","Conservative Party"
"544",65,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"545",56,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"546",76,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"547",69,"A woman","Master's degree","Liberal Party"
"548",52,"A woman","Some university","Liberal Party"
"549",60,"A woman","Some university","Liberal Party"
"550",71,"A man","Master's degree","Liberal Party"
"551",47,"A woman","Bachelor's degree","Conservative Party"
"552",72,"A man","Some secondary/ high school","Conservative Party"
"553",66,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"554",74,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"555",44,"A man","Completed secondary/ high school","Conservative Party"
"556",38,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"557",27,"A man","Master's degree","Liberal Party"
"558",50,"A woman","Some university","Conservative Party"
"559",64,"A man","Bachelor's degree","People's Party"
"560",77,"A man","Master's degree","Conservative Party"
"561",79,"A woman","Some university","Another party (specify)"
"562",62,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"563",45,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"564",44,"A man","Bachelor's degree","Liberal Party"
"565",55,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"566",60,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"567",64,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"568",65,"A man","Some technical, community college, CEGEP, College Classique","People's Party"
"569",38,"A man","Bachelor's degree","Conservative Party"
"570",44,"A woman","Bachelor's degree","Conservative Party"
"571",77,"A woman","Some university","Liberal Party"
"572",54,"A man","Bachelor's degree","NDP"
"573",60,"A woman","Some university","NDP"
"574",46,"A man","Bachelor's degree","Liberal Party"
"575",55,"A woman","Bachelor's degree","NDP"
"576",44,"A woman","Bachelor's degree","Conservative Party"
"577",63,"A man","Completed secondary/ high school","Conservative Party"
"578",52,"A woman","Bachelor's degree","Conservative Party"
"579",52,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"580",53,"A woman","Some university","Conservative Party"
"581",22,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Some university","Conservative Party"
"582",58,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"583",40,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"584",54,"A woman","Completed technical, community college, CEGEP, College Classique","People's Party"
"585",48,"A man","Completed secondary/ high school","Conservative Party"
"586",40,"A woman","Completed secondary/ high school","Conservative Party"
"587",41,"A woman","Some university","Conservative Party"
"588",86,"A man","Bachelor's degree","Another party (specify)"
"589",40,"A man","Master's degree","Liberal Party"
"590",63,"A woman","Completed secondary/ high school","Liberal Party"
"591",51,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"592",70,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"593",73,"A woman","Bachelor's degree","Liberal Party"
"594",54,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"595",57,"A woman","Bachelor's degree","Liberal Party"
"596",63,"A woman","Some university","Conservative Party"
"597",56,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"598",70,"A man","Completed secondary/ high school","Liberal Party"
"599",50,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"600",69,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"601",30,"A woman","Master's degree","Green Party"
"602",33,"A man","Some university","Liberal Party"
"603",65,"A woman","Master's degree","Liberal Party"
"604",63,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"605",63,"A woman","Completed secondary/ high school","Green Party"
"606",55,"A woman","Completed secondary/ high school","Liberal Party"
"607",31,"A man","Bachelor's degree","Liberal Party"
"608",59,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"609",53,"A woman","Bachelor's degree","Conservative Party"
"610",74,"A man","Bachelor's degree","Conservative Party"
"611",58,"A man","Bachelor's degree","Liberal Party"
"612",35,"A man","Bachelor's degree","People's Party"
"613",71,"A woman","Some university","Green Party"
"614",44,"A woman","Bachelor's degree","NDP"
"615",81,"A man","Some university","Conservative Party"
"616",45,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"617",69,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"618",50,"A man","Master's degree","Conservative Party"
"619",48,"A man","Completed elementary school","NDP"
"620",43,"A man","Bachelor's degree","Liberal Party"
"621",59,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"622",79,"A man","Professional degree or doctorate","Liberal Party"
"623",62,"A woman","Completed secondary/ high school","Don't know / Prefer not to answer"
"624",28,"A woman","Bachelor's degree","NDP"
"625",34,"A man","Some university","Green Party"
"626",66,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
